Index;Date de la demande;Année de naissance;sexe;nb_enfants_conduite_accompagne;nb_enfants_;points_perdus_;revenus_;val_residence_princ_;usage_vehicule;type_vehicule;age_vehicule_;type_conduite;formule;tarif_devis_;Code postal;
625;01/04/2022;2004;M;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;91190;
626;01/04/2022;2005;M;non;0;0;40 000 - 60 000;80 000 - 150 000;Private;Van;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;61000;
627;01/02/2022;2008;M;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Pickup;entre 1 et 3;z_Highly Rural/ Rural;dev_premium;entre 500 et 600;45520;
628;01/04/2022;1960;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;73100;
629;01/04/2022;2012;M;non;0;0;60 000+;400 000+;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;70210;
630;01/04/2022;1985;M;non;0;0;60 000+;250 000 - 400 000;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;64200;
631;01/04/2022;1977;M;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;Sports Car;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;11360;
632;01/03/2022;2004;M;non;0;0;40 000 - 60 000;0;Private;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;43700;
633;01/03/2022;2020;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;61300;
634;01/04/2022;1931;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;74540;
635;01/03/2022;2007;F;non;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;10120;
636;01/02/2022;2003;F;oui;3+;entre 1 et 6;60 000+;0;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;26000;
637;01/02/2022;1997;F;non;0;0;60 000+;250 000 - 400 000;Commercial;Panel Truck;non renseigné;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;27220;
638;01/02/2022;1957;F;non;0;0;25 000 - 40 000;0;Private;z_SUV;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;81000;
639;01/03/2022;1950;F;non;entre 1 et 2;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;50000;
640;01/04/2022;1940;F;non;0;entre 1 et 6;25 000 - 40 000;80 000 - 150 000;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 300 et 400;80570;
641;01/02/2022;1956;M;oui;entre 1 et 2;entre 1 et 6;0 - 15 000;0;Private;Sports Car;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 400 et 500;29200;
642;01/03/2022;2008;F;non;0;0;0 - 15 000;80 000 - 150 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;36300;
643;01/01/2022;1993;F;non;0;0;25 000 - 40 000;150 000 - 250 000;Private;z_SUV;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;81290;
644;01/05/2022;1967;M;oui;entre 1 et 2;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;71100;
645;01/04/2022;1976;F;non;0;entre 1 et 6;60 000+;0;Private;Minivan;15+;Highly Urban/ Urban;dev_premium;entre 300 et 400;60250;
646;01/02/2022;2004;F;non;0;0;60 000+;150 000 - 250 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;5000;
647;01/03/2022;1951;M;non;entre 1 et 2;0;60 000+;250 000 - 400 000;Private;Minivan;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;87200;
648;01/05/2022;1966;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;37170;
649;01/02/2022;1996;M;non;0;0;60 000+;400 000+;Commercial;Pickup;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;23000;
650;01/03/2022;1994;F;non;entre 1 et 2;0;60 000+;250 000 - 400 000;Private;Sports Car;non renseigné;Highly Urban/ Urban;dev_integral;entre 300 et 400;37000;
651;01/02/2022;1960;M;non;0;entre 1 et 6;25 000 - 40 000;0;Commercial;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_premium;entre 300 et 400;52100;
652;01/01/2022;1964;F;non;0;0;40 000 - 60 000;150 000 - 250 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;65330;
653;01/01/2022;1956;M;non;entre 1 et 2;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;90110;
654;01/01/2022;1982;F;oui;entre 1 et 2;0;60 000+;400 000+;Commercial;Panel Truck;15+;Highly Urban/ Urban;dev_vip;entre 800 et 900;23300;
655;01/03/2022;1968;M;non;3+;0;40 000 - 60 000;150 000 - 250 000;Commercial;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;77600;
656;01/01/2022;1947;F;non;0;0;15 000 - 25 000;80 000 - 150 000;Private;z_SUV;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;19000;
657;01/05/2022;1969;M;oui;entre 1 et 2;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Commercial;Van;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;27200;
658;01/01/2022;1953;F;oui;entre 1 et 2;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;55110;
659;01/01/2022;1951;F;non;0;entre 1 et 6;60 000+;0;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;21170;
660;01/04/2022;1945;F;non;0;entre 1 et 6;15 000 - 25 000;0;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 300 et 400;35400;
661;01/03/2022;1997;F;non;0;entre 1 et 6;25 000 - 40 000;80 000 - 150 000;Commercial;Pickup;entre 10 et 15;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;18110;
662;01/05/2022;1949;M;non;0;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;Van;15+;z_Highly Rural/ Rural;dev_vip;entre 900 et 1000;88260;
663;01/02/2022;1971;M;non;entre 1 et 2;entre 1 et 6;60 000+;0;Private;Minivan;15+;Highly Urban/ Urban;dev_premium;entre 500 et 600;45000;
664;01/03/2022;1979;M;non;0;0;25 000 - 40 000;150 000 - 250 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;53410;
665;01/04/2022;1980;M;oui;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Pickup;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;36000;
666;01/01/2022;1947;M;oui;entre 1 et 2;0;0 - 15 000;0 - 80 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 500 et 600;72130;
667;01/03/2022;2017;M;non;0;0;60 000+;0;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;38600;
668;01/04/2022;1972;F;non;0;entre 1 et 6;40 000 - 60 000;0;Commercial;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;24290;
669;01/01/2022;2014;F;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;82400;
670;01/04/2022;2001;M;oui;3+;entre 1 et 6;60 000+;250 000 - 400 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;72230;
671;01/05/2022;2003;F;non;3+;entre 1 et 6;0 - 15 000;0;Commercial;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_express;entre 200 et 300;20290;
672;01/02/2022;1986;M;non;3+;entre 1 et 6;15 000 - 25 000;0;Private;z_SUV;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;72540;
673;01/04/2022;1956;M;non;entre 1 et 2;entre 1 et 6;60 000+;150 000 - 250 000;Private;Pickup;entre 1 et 3;z_Highly Rural/ Rural;dev_express;entre 200 et 300;94500;
674;01/02/2022;1979;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;69650;
675;01/01/2022;1943;M;non;0;0;15 000 - 25 000;0;Commercial;Minivan;entre 1 et 3;z_Highly Rural/ Rural;dev_express;entre 200 et 300;18120;
676;01/03/2022;1938;M;non;entre 1 et 2;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;Pickup;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;42000;
677;01/05/2022;1959;F;non;entre 1 et 2;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;84160;
678;01/01/2022;1991;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;18330;
679;01/03/2022;1953;M;oui;3+;entre 1 et 6;60 000+;0;Commercial;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;51100;
680;01/03/2022;1998;M;non;0;0;40 000 - 60 000;0;Private;Minivan;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;32600;
681;01/01/2022;2013;F;oui;entre 1 et 2;entre 1 et 6;25 000 - 40 000;0;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;40100;
682;01/05/2022;2002;M;non;0;0;60 000+;250 000 - 400 000;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 300 et 400;43000;
683;01/01/2022;1953;M;non;0;0;25 000 - 40 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_express;entre 200 et 300;40090;
684;01/01/2022;1955;F;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 400 et 500;72500;
685;01/04/2022;1988;F;non;entre 1 et 2;entre 1 et 6;25 000 - 40 000;0;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;92000;
686;01/03/2022;2019;F;non;0;0;60 000+;150 000 - 250 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;5000;
687;01/03/2022;1957;M;non;0;0;60 000+;250 000 - 400 000;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;61430;
688;01/02/2022;1959;M;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;Van;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;18000;
689;01/03/2022;1945;M;non;0;0;60 000+;250 000 - 400 000;Commercial;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;78114;
690;01/01/2022;1995;F;non;entre 1 et 2;0;0 - 15 000;0;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;48000;
691;01/04/2022;1977;M;non;0;0;25 000 - 40 000;0;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 400 et 500;39130;
692;01/05/2022;1943;M;non;0;0;15 000 - 25 000;150 000 - 250 000;Private;Minivan;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;34230;
693;01/03/2022;2018;F;non;0;entre 1 et 6;40 000 - 60 000;0;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;82300;
694;01/05/2022;1982;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;49400;
695;01/05/2022;1973;F;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;12160;
696;01/05/2022;2016;M;non;0;entre 1 et 6;0 - 15 000;0;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;47420;
697;01/04/2022;1972;M;non;0;0;40 000 - 60 000;0;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;23000;
698;01/05/2022;1989;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_express;entre 200 et 300;79270;
699;01/02/2022;1973;M;non;entre 1 et 2;entre 1 et 6;40 000 - 60 000;0;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;26600;
700;01/03/2022;1963;F;non;entre 1 et 2;entre 1 et 6;0 - 15 000;0;Private;Minivan;entre 1 et 3;z_Highly Rural/ Rural;dev_express;entre 200 et 300;82170;
701;01/05/2022;1963;M;oui;3+;0;25 000 - 40 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;63000;
702;01/02/2022;1982;F;non;0;0;40 000 - 60 000;150 000 - 250 000;Commercial;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;95270;
703;01/01/2022;1945;M;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_vip;entre 600 et 700;82000;
704;01/05/2022;1967;F;non;0;entre 1 et 6;15 000 - 25 000;80 000 - 150 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 500 et 600;87000;
705;01/02/2022;1958;M;non;3+;0;40 000 - 60 000;150 000 - 250 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;77400;
706;01/01/2022;2018;F;non;0;entre 1 et 6;0 - 15 000;250 000 - 400 000;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;55170;
707;01/03/2022;1953;F;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;Minivan;entre 1 et 3;z_Highly Rural/ Rural;dev_express;entre 200 et 300;89140;
708;01/05/2022;2002;F;oui;entre 1 et 2;entre 1 et 6;60 000+;150 000 - 250 000;Private;Van;non renseigné;Highly Urban/ Urban;dev_express;entre 200 et 300;95370;
709;01/05/2022;2011;F;non;0;0;15 000 - 25 000;80 000 - 150 000;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;2190;
710;01/05/2022;1972;F;non;0;entre 1 et 6;40 000 - 60 000;80 000 - 150 000;Commercial;Van;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;21200;
711;01/04/2022;1953;M;non;0;0;40 000 - 60 000;150 000 - 250 000;Commercial;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 400 et 500;35630;
712;01/03/2022;2007;F;non;0;0;60 000+;150 000 - 250 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;57100;
713;01/02/2022;1954;M;non;0;entre 1 et 6;0 - 15 000;0;Commercial;Panel Truck;non renseigné;Highly Urban/ Urban;dev_integral;entre 200 et 300;17120;
714;01/03/2022;1939;F;oui;entre 1 et 2;0;0 - 15 000;0;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;55100;
715;01/01/2022;1955;F;non;0;0;60 000+;0;Private;Van;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;75008;
716;01/02/2022;1943;M;oui;3+;entre 1 et 6;0 - 15 000;0;Commercial;Sports Car;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;64000;
717;01/01/2022;2017;M;non;0;0;60 000+;250 000 - 400 000;Private;Pickup;15+;Highly Urban/ Urban;dev_premium;entre 400 et 500;84000;
718;01/02/2022;2000;M;non;0;0;60 000+;150 000 - 250 000;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;86330;
719;01/03/2022;2001;F;non;entre 1 et 2;0;60 000+;250 000 - 400 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;70000;
720;01/04/2022;1994;M;non;0;0;60 000+;250 000 - 400 000;Private;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;90300;
721;01/03/2022;1964;M;non;0;0;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_express;entre 200 et 300;62200;
722;01/05/2022;1950;M;non;3+;0;15 000 - 25 000;0;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;61110;
723;01/03/2022;1970;M;non;entre 1 et 2;entre 1 et 6;0 - 15 000;150 000 - 250 000;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;85120;
724;01/02/2022;1963;M;non;3+;entre 1 et 6;0 - 15 000;0;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;60400;
725;01/04/2022;2006;F;non;0;entre 7 et 11;40 000 - 60 000;150 000 - 250 000;Commercial;Van;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;18200;
726;01/05/2022;1938;M;non;0;0;0 - 15 000;150 000 - 250 000;Private;Van;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;5100;
727;01/04/2022;2021;M;oui;entre 1 et 2;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;92340;
728;01/02/2022;2020;F;non;0;0;40 000 - 60 000;150 000 - 250 000;Commercial;Pickup;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;55000;
729;01/04/2022;1994;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;21220;
730;01/04/2022;1959;M;non;3+;0;25 000 - 40 000;80 000 - 150 000;Commercial;Pickup;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;51100;
731;01/03/2022;1956;M;non;3+;entre 1 et 6;0 - 15 000;150 000 - 250 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;50480;
732;01/02/2022;1985;M;non;0;entre 1 et 6;60 000+;0;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;39700;
733;01/03/2022;1963;F;non;3+;0;40 000 - 60 000;80 000 - 150 000;Private;Minivan;non renseigné;Highly Urban/ Urban;dev_premium;entre 300 et 400;66300;
734;01/04/2022;1983;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;66140;
735;01/03/2022;2008;M;non;0;entre 1 et 6;0 - 15 000;150 000 - 250 000;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;26700;
736;01/01/2022;2008;M;non;0;0;40 000 - 60 000;0;Commercial;Sports Car;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;87270;
737;01/02/2022;2014;F;non;3+;entre 1 et 6;15 000 - 25 000;80 000 - 150 000;Private;z_SUV;entre 1 et 3;z_Highly Rural/ Rural;dev_express;entre 200 et 300;1440;
738;01/04/2022;1967;M;oui;3+;0;60 000+;150 000 - 250 000;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;51240;
739;01/04/2022;1959;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Panel Truck;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;63118;
740;01/01/2022;2003;M;non;0;0;40 000 - 60 000;150 000 - 250 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 300 et 400;38120;
741;01/05/2022;1962;F;non;entre 1 et 2;entre 1 et 6;60 000+;0;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;38170;
742;01/05/2022;2006;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;Van;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 500 et 600;4180;
743;01/03/2022;1959;M;non;3+;0;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;69210;
744;01/02/2022;1966;M;oui;entre 1 et 2;entre 1 et 6;60 000+;150 000 - 250 000;Private;Van;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;61250;
745;01/03/2022;1956;M;non;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_express;entre 200 et 300;89300;
746;01/01/2022;1969;M;non;0;0;25 000 - 40 000;150 000 - 250 000;Private;Minivan;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;62100;
747;01/03/2022;1959;M;non;0;0;40 000 - 60 000;150 000 - 250 000;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;18400;
748;01/04/2022;1957;M;non;entre 1 et 2;0;0 - 15 000;0;Commercial;z_SUV;entre 10 et 15;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;13180;
749;01/05/2022;1956;M;non;3+;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;88300;
750;01/03/2022;1950;F;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;40700;
751;01/03/2022;1994;M;non;0;0;60 000+;250 000 - 400 000;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;11100;
752;01/05/2022;2020;M;oui;entre 1 et 2;entre 1 et 6;15 000 - 25 000;80 000 - 150 000;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;41330;
753;01/04/2022;1950;M;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;9100;
754;01/03/2022;1995;F;non;0;0;40 000 - 60 000;150 000 - 250 000;Private;Minivan;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;29830;
755;01/03/2022;1967;M;non;0;entre 1 et 6;60 000+;0;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;26320;
756;01/01/2022;1985;M;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;61160;
757;01/04/2022;1971;F;non;entre 1 et 2;entre 7 et 11;25 000 - 40 000;0;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;75020;
758;01/04/2022;1964;M;non;0;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 300 et 400;8000;
759;01/01/2022;1995;F;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;1700;
760;01/01/2022;2007;M;non;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;15+;Highly Urban/ Urban;dev_integral;entre 200 et 300;83400;
761;01/03/2022;1982;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;95630;
762;01/05/2022;1969;F;non;0;0;60 000+;250 000 - 400 000;Private;z_SUV;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;18110;
763;01/04/2022;2017;M;oui;3+;entre 1 et 6;0 - 15 000;0;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;60600;
764;01/05/2022;1976;F;non;0;0;25 000 - 40 000;150 000 - 250 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 300 et 400;27120;
765;01/01/2022;2015;M;non;3+;0;60 000+;250 000 - 400 000;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;80000;
766;01/02/2022;1932;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;80100;
767;01/01/2022;1996;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;92700;
768;01/01/2022;1952;M;oui;entre 1 et 2;0;15 000 - 25 000;0;Private;Sports Car;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;82110;
769;01/02/2022;1963;F;non;3+;entre 1 et 6;15 000 - 25 000;80 000 - 150 000;Commercial;Pickup;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;5200;
770;01/04/2022;1974;M;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;83500;
771;01/05/2022;2009;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;29200;
772;01/05/2022;1988;M;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;19800;
773;01/03/2022;1972;F;non;0;0;60 000+;0;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;16440;
774;01/01/2022;1953;M;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;Pickup;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;75019;
775;01/04/2022;1995;M;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;76910;
776;01/01/2022;1953;M;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;z_SUV;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;93600;
777;01/05/2022;1963;M;non;0;0;40 000 - 60 000;0;Commercial;Pickup;15+;Highly Urban/ Urban;dev_integral;entre 200 et 300;16100;
778;01/02/2022;1958;M;non;0;entre 1 et 6;40 000 - 60 000;0;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;54110;
